uniqueid,hhid,surveyid,surveyor,surveydate,surveytime,survey_complete,superpresent,scrutinizedyn,backcheckedyn,sex,age,educ,income,addressdur,addressdur_unit,areadur,areadur_unit,occupation,occupationother,castename,castecode,literateyn,treatment,own4wheeleryn,own4wheelernum,own4wheelervalue,own4wheelertheft,own4wheelertheftnum,theftfromcaryn,theftfromcarnum,own2wheeleryn,own2wheelernum,own2wheelervalue,own2wheelertheft,own2wheelertheftnum,own2wheelertheftvictim_1,own2wheelertheftvictim_2,cycleownyn,cycleownnum,cycleownvalue,cycletheftyn,cycletheftnum,cycletheftvictim_1,cycletheftvictim_2,burglaryyn,burglarynum,attemptedburglaryyn,attemptedburglarynum,vandalismyn,vandalismnum,trespassingyn,trespassingnum,robberyyn,robberynum,robberyvictim_1,robberyvictim_2,theftyn,theftnum,theftvictim_1,theftvictim_2,thanavisityn,thanavisitreason,thanavisitreason_other,surveytime2,thanavisitreason_other2,exit,base_age,base_income,base_educ
852,2006050,868,Caroline,09122013,5501,1,0,1,1,1,70,0,2364,70,1,70,1,2,,MEENA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,91.683334,NA,1,69,1077,None or anganwadi
853,2007004,904,Anna,12302014,7637,1,0,1,1,1,49,8,2626,20,1,20,2,10,,KHATIK,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3071,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,127.28333,NA,1,48,2049,8
854,2007012,814,Mary,11222013,8530,1,0,1,1,1,34,8,2301,12,2,12,4,5,,RAV,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3315,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,142.16667,NA,1,33,2401,8
855,2007036,811,Mary,08132014,7224,1,0,1,0,2,40,12,2014,44,1,40,3,4,,CHAUHAN,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2937,2,NA,NA,NA,1,1,3073,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,120.4,NA,1,39,2898,12
856,2007037,803,David,12132014,8041,1,0,1,0,2,45,8,3740,30,1,24,3,6,,SISHODIYA,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,3,3404,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,134.01666,NA,1,44,2741,8
857,2007041,809,John,10172014,7021,1,0,1,0,2,57,14,2422,57,1,57,2,98,Government School Teacher,BOTA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2930,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,117.01667,NA,1,56,597,Graduate
858,2007046,805,John,11122014,6089,1,0,1,0,1,58,14,252,58,1,58,1,10,,MUSLIM,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,3233,2,NA,NA,NA,1,1,3385,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.48333,NA,1,57,3470,Graduate
859,2007064,901,David,09232013,7042,1,0,1,1,2,19,9,3521,45,1,45,1,10,,KHATIK.,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,2,3339,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,117.36667,NA,1,18,2738,9
860,2007092,898,Anna,10282013,6027,1,0,1,0,1,1979,12,4052,25,1,25,3,10,,BOHRA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2989,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,100.45,NA,1,1979,3432,12
861,2008008,852,Mary,08142014,7610,0,0,1,1,1,1985,11,2667,25,2,3,4,10,,SUDHAR.,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3336,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,126.83334,NA,1,1985,1294,11
862,2008009,837,Mary,11212013,8831,0,0,1,1,2,1984,9,3301,30,1,30,2,6,,MENARIYA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,3,2653,2,NA,NA,NA,1,1,2656,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,147.18333,NA,1,1984,2202,9
863,2008037,829,Caroline,12302014,6284,1,0,1,1,1,70,2,2658,70,1,70,4,3,,SUTAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,1,3,2996,2,NA,NA,NA,1,2,2854,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,104.73333,NA,1,69,1554,2
864,2008059,830,Mary,11222014,7281,1,0,1,1,1,55,5,4080,55,1,55,3,4,,SUDHAR,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,2,3278,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,121.35,NA,1,54,2991,5
865,2008062,839,David,08152013,6559,0,0,1,0,1,30,14,3130,10,1,8,2,7,,SAXENA,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,3,3475,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,109.31667,NA,1,29,2595,Graduate
866,2008085,917,David,12192014,7013,1,0,1,0,1,26,14,2326,50,1,50,3,6,,MENARIYA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,2,2762,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,116.88333,NA,1,25,2015,Graduate
867,2008089,923,David,12132013,4562,1,0,1,0,1,27,12,3069,64,1,5,4,6,,RAJPUT,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2847,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,76.033333,NA,1,26,775,12
868,2008097,909,David,09162013,7664,1,0,1,1,2,55,3,3308,35,2,24,4,6,,SHRIMALI,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,2,3450,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,127.73333,NA,1,54,1944,3
869,2008099,897,David,11252014,5298,0,0,1,1,2,50,8,2200,60,1,32,2,4,,SUTHAR,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,2590,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,88.300003,NA,1,49,2958,8
870,2009001,787,Benjamin,08132013,8074,1,0,1,0,1,32,0,2420,65,1,65,2,2,,RAWAT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,134.56667,NA,1,31,2226,None or anganwadi
871,2009002,794,Joseph,12152014,5864,0,0,1,1,2,40,0,2140,45,1,45,4,1,,RAWAT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,97.73333,NA,1,39,1938,None or anganwadi
872,2009011,791,David,12232014,6483,1,0,1,1,1,32,5,4112,70,1,70,1,1,,RAWAT,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,108.05,NA,1,31,1040,5
873,2009037,828,Joseph,09102014,6115,1,0,1,0,2,1975,8,1775,82,3,82,4,2,,JAIN,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2583,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.91666,NA,1,1975,3406,8
874,2009041,823,Joseph,09272014,8212,1,0,1,0,1,1972,9,3734,60,1,60,3,2,, JAIN,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,136.86667,NA,1,1972,3058,9
875,2009043,816,Joseph,11242013,6604,1,0,1,0,1,23,12,968,70,2,70,2,3,,SUTHAR,NA,1,0,1,1,3142,0,NA,0,NA,1,1,3064,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,110.06667,NA,1,22,2741,12
876,2009046,831,Joseph,11202013,7557,1,0,1,0,2,25,6,828,25,1,25,2,3,,SUTHAR,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2848,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,125.95,NA,1,24,2805,6
877,2009048,833,Joseph,11192014,5734,1,0,1,0,1,55,0,1782,60,1,60,2,3,,SUTHAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,1,1,1,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
878,2009050,836,Joseph,12192013,8339,1,0,1,0,2,40,0,2711,40,3,40,4,3,,SUTHAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,138.98334,NA,1,39,4910,None or anganwadi
879,2010001,875,Benjamin,10292013,8154,1,0,1,1,1,75,0,3131,60,1,60,3,1,,RAJPUT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3392,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,135.89999,NA,1,74,1508,None or anganwadi
880,2010005,881,Benjamin,11102013,7383,1,0,1,0,1,31,7,2927,31,1,5,1,1,,RAJPUT,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,123.05,NA,1,30,4010,7
881,2010013,914,Benjamin,10212014,8037,1,0,1,0,2,30,0,2381,34,1,12,3,2,,RAWAT,NA,0,0,2,NA,NA,NA,NA,NA,NA,1,1,2743,2,NA,NA,NA,1,1,3421,99,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,133.95,NA,1,29,1639,None or anganwadi
882,2010015,905,Benjamin,12232014,6909,1,0,1,0,1,25,0,2138,25,3,25,3,2,,KALVELIYA JOGI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,115.15,NA,1,24,1219,None or anganwadi
883,2010020,906,Benjamin,11272014,6854,1,0,1,0,2,76,0,2752,60,1,60,1,1,,RAWAT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,114.23333,NA,1,75,867,None or anganwadi
884,2010027,912,Benjamin,12252013,8180,1,0,1,1,2,38,0,1543,40,3,10,4,2,,RAWAT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2887,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,Other,JAMIN KE MUKADMA KE SILSILE,NA,NA,NA,NA,NA,NA
885,2010064,985,David,10122013,7759,1,0,1,0,2,40,0,1051,42,2,42,4,98,Teacher at Government School,RAJPUT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,129.31667,NA,1,39,2840,None or anganwadi
886,2010067,971,David,10222013,6275,1,0,1,0,1,18,8,1854,50,2,50,2,5,,RAJPUT,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2850,2,NA,NA,NA,1,1,3467,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,104.58334,NA,1,17,2188,8
887,2010073,973,David,12192014,7065,1,0,1,1,1,46,7,2319,46,1,46,4,1,,KHATIK,3,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2648,1,1,1,NA,1,2,3234,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,117.75,NA,1,45,1863,7
888,2010077,970,David,08222013,7012,1,0,1,0,1,74,5,3484,74,1,74,1,9,,SATBI,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,116.86667,NA,1,73,4453,5
889,2010078,978,David,09262014,6330,1,0,1,1,2,70,0,3140,70,3,70,3,2,,BRAHMAN,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,105.5,NA,1,69,3480,None or anganwadi
890,2010081,980,Mary,11252014,7159,1,0,1,0,1,32,13,2513,45,3,45,3,1,,KSHATRIYA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,2,2972,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,119.31667,NA,1,31,2335,University but not graduate
891,2010083,988,David,10222013,6217,1,0,1,1,2,25,0,2203,55,2,55,2,1,,RAWAT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,103.61667,NA,1,24,2199,None or anganwadi
892,2011087,891,Benjamin,10162014,8598,1,0,1,0,2,1982,0,2532,60,3,60,4,1,,SUTHAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,143.3,NA,1,1982,1147,None or anganwadi
893,2011088,908,Benjamin,12222013,5313,1,0,1,0,1,60,0,852,60,2,60,2,1,,SUTHAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,88.550003,NA,1,59,849,None or anganwadi
894,2011094,899,Benjamin,12152013,7947,1,0,1,0,2,47,0,1502,50,2,50,3,3,,"SUTAR,",NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2737,2,NA,NA,NA,2,NA,2,NA,-999,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,132.45,NA,1,46,1930,None or anganwadi
895,2011098,903,Benjamin,12102014,5890,1,0,1,1,1,40,0,3378,40,2,40,3,1,,DAAGI.,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,98.166664,NA,1,39,3674,None or anganwadi
896,2011109,927,Benjamin,11202014,8104,0,0,1,0,2,30,0,3098,60,1,60,1,1,,DAGI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,135.06667,NA,1,29,1494,None or anganwadi
897,2011111,935,Benjamin,12262014,7266,1,0,1,0,1,70,0,1660,70,1,70,2,1,,DANGI.,NA,0,0,1,1,3083,0,NA,0,NA,1,1,2855,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,121.1,NA,1,69,2465,None or anganwadi
898,2012057,928,Benjamin,10202013,7032,1,0,1,0,1,40,0,2561,90,1,33,1,1,,MEENA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,117.2,NA,1,39,2217,None or anganwadi
899,2012071,976,Benjamin,09132014,8141,1,0,1,0,1,35,0,3101,70,2,50,4,1,,RAWAT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,135.68333,NA,1,34,2685,None or anganwadi
900,2012072,974,Mary,11102013,6499,1,0,1,0,2,25,1,2730,60,1,60,2,1,,MEENA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3454,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,108.31667,NA,1,24,2156,1
901,2012074,885,Mary,12132014,5881,0,0,1,0,2,50,0,2105,65,3,65,4,1,,RAWAT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,-997,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,98.01667,NA,1,49,3240,None or anganwadi
902,2012076,984,Mary,09232013,6828,1,0,1,0,1,35,0,1771,70,1,70,4,1,,MEENA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,2590,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,To answer charges filed against you,,113.8,NA,1,34,134,None or anganwadi
903,2012077,989,Sam,11232013,7911,1,0,1,0,2,30,3,1181,60,1,3,1,2,,MEENA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,131.85001,NA,1,29,4058,3
904,2012085,986,Sam,10292013,7734,1,0,1,1,2,30,0,2724,60,2,2,4,1,,MEENA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,128.89999,NA,1,29,3269,None or anganwadi
905,2012089,953,Sam,10282014,5369,0,0,1,0,2,60,0,1998,80,1,80,4,1,,CHUNDAWAT,NA,0,1,1,1,3243,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,89.48333,NA,1,59,1900,None or anganwadi
906,2013002,924,Mary,09292013,8470,1,0,1,1,1,18,5,2279,18,3,18,4,1,,BU MBARIA,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,141.16667,NA,1,17,1128,5
907,2013015,925,David,11102013,7512,1,0,1,0,1,40,0,1744,40,1,40,1,1,,BHUVRIA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,125.2,NA,1,39,263,None or anganwadi
908,2013016,915,David,09302013,6102,1,0,1,1,1,60,0,2548,60,1,60,2,2,,BHUVRIA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.7,NA,1,59,1323,None or anganwadi
909,2013038,940,Mary,12252013,7472,1,0,1,NA,2,28,0,1705,30,2,30,4,1,,BUMBARIA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,124.53333,NA,1,27,2349,None or anganwadi
910,2013040,893,David,09292013,7856,1,0,1,1,2,35,0,2219,40,2,40,4,1,,LAHUR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
911,2013044,892,David,08112014,5967,1,0,1,0,1,26,0,1700,26,1,26,2,1,,LAHUR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,99.449997,NA,1,25,4733,None or anganwadi
912,2013045,902,Mary,11222014,7044,1,0,1,0,2,50,0,1064,50,1,50,1,1,,BHAVRIA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
913,2013057,930,David,10212013,6100,1,0,1,0,1,55,0,3678,55,1,55,1,1,,BHUVRIA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.66666,NA,1,54,2917,None or anganwadi
914,2014032,848,Anna,11102013,7791,1,0,1,0,1,60,0,2406,60,1,12,3,2,,GAMETI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2794,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,129.85001,NA,1,59,4366,None or anganwadi
915,2014037,846,Anna,08232013,8096,1,0,1,0,2,75,0,2466,60,3,60,4,2,,GURJAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3484,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,134.93333,NA,1,74,2591,None or anganwadi
916,2014041,871,Anna,09212013,7998,1,0,1,0,1,1989,10,1829,69,2,24,3,1,,MEKHWAL,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2726,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,133.3,NA,1,1989,2683,10
917,2014067,907,Anna,08212013,7635,1,0,1,1,1,55,0,2224,55,4,12,4,1,,DAANGI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3258,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,127.25,NA,1,54,4061,None or anganwadi
918,2014074,895,Anna,12192014,7844,1,0,1,1,1,30,5,2000,65,1,65,1,1,,GAARI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3186,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,130.73334,NA,1,29,4024,5
919,2015010,834,David,10242013,6923,1,0,1,1,2,1982,0,1932,55,1,55,1,1,, PATWARI RAJPUT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,115.38333,NA,1,1982,2772,None or anganwadi
920,2015026,841,Mary,10182014,6405,0,0,1,0,2,45,0,4215,50,1,50,2,2,, GAMETI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,106.75,NA,1,44,1941,None or anganwadi
921,2015036,789,David,11132013,7264,1,0,1,0,1,35,0,2710,35,3,35,4,2,,BHEEL,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,121.06667,NA,1,34,340,None or anganwadi
922,2015045,793,David,10102014,6509,1,0,1,1,2,45,0,2423,20,1,20,2,2,,BHEEL,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,108.48333,NA,1,44,2978,None or anganwadi
923,2015050,810,Mary,08112014,7153,1,0,1,0,2,35,0,570,65,1,65,2,1,,"MEENA,",NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2991,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,119.21667,NA,1,34,3301,None or anganwadi
